No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
5914,"0,61","0,61","0,11","0,41","0,1","2,1","18,33","0,06","3,8","9,014356734","331,8346323","1,5","397,2367839","3,912289082",2
5915,0,0,"0,001256031883","0,02120296166","0,0008858196909","1,73","16,23","0,004512875543","0,1877962228","7,766740976","30,47402788","0,1","80,20222543","3,400349798",1
5916,"0,91","0,91","0,001","0,83","0,001","1,2","6,38","0,05","0,03","5,14358748","263,2684163","0,26","345,6569351","3,744203632",2
5917,0,0,"0,003850472131","0,0486646662","0,001786889633",0,"9,18","0,002668998974","0,1918490341","6,593990706","21,99733528","0,06","84,61200999","2,994038166",1
5918,"0,68","0,68","0,02","0,13","0,001","1,02","11,97","0,03","0,21","6,93450359","338,0524372","0,55","333,5307684","3,183435323",2
5919,0,0,"0,01","0,06","0,02","0,19","18,99",0,"0,06","8,558663124","316,5527914","0,1","338,3208398","3,358060807",2
5920,0,0,"0,1","0,09","0,09","1,13","4,93","0,02","0,09","7,864649673","339,8207187","1,28","503,8430011","5,114128668",2
5921,"0,14","0,14","0,03","0,07","0,009","1,91","14,47","0,02","0,07","7,12771121","314,4715658","1,12","431,7819875","3,206995483",2
5922,"0,15","0,15","0,65","0,6","0,07","1,35","7,69","0,03","0,02","5,991371082","334,8730462","0,02","410,1013089","2,676593519",2
5923,0,0,"0,006793201615","0,01409259548","0,002194294957","1,34","7,35","0,007608996408","0,1930791019","6,609264707","6,137416229","0,88","68,49690374","0,8558704243",1
5924,0,0,"0,00664320984","0,02386029133","0,001290308573","1,27","15,37","0,004174835485","0,09664034926","8,130384916","39,24889818","1,77","173,0792239","1,127237624",1
5925,"0,45","0,45",0,"0,05","0,01","0,83","15,26","0,05","0,09","6,966835168","266,5622105","1,54","472,2770256","5,198985504",2
5926,"0,18","0,18","0,06","0,03","0,04","2,27","16,8","0,07","0,01","7,945407487","324,7012926","1,33","421,4173518","5,208061134",2
5927,0,0,"0,005172190762","0,03845445188","0,001134712164","0,55","6,03","0,008311131921","0,1484658376","6,52689572","29,73448124","0,09","209,7879142","1,674345651",1
5928,"0,97","0,97","0,38","0,45","0,05","1,45","6,52","0,01","0,07","6,660212026","378,2269708","0,04","315,229665","4,904837415",2
5929,"0,51","0,51","0,06","0,09","0,1","1,63","16,27","0,03","0,01","8,197353369","348,0552114","0,91","395,9768245","4,589161805",2
5930,"0,28","0,28","0,04","0,32","0,007","1,37","10,78","0,06","3,52","8,594416135","281,5521165","0,94","245,859632","5,075519616",2
5931,0,0,"0,38","0,42","0,07","1,78","2,56","0,03","1,97","7,456250785","369,2106713","1,56","518,3855456","3,923749169",2
5932,"0,03","0,03","0,005692612469","0,03247093717","0,0008493059324","0,71","9,1","0,001482457842","0,1263164718","7,267432175","10,71071781","1,05","241,7803545","2,654853002",1
5933,"0,35","0,35","0,09","0,3","0,03","1,62","17,36","0,09",0,"7,845879929","317,5014397","0,07","317,9484586","2,816074739",2
5934,"0,5","0,5","0,07","0,04","0,01","0,65","6,79","0,1","0,08","8,189363356","366,4122","1,76","458,0441705","3,902088768",2
5935,"0,28","0,28","0,04","0,09","0,09","2,07","3,05","0,04","0,03","6,243279004","343,6358213","1,4","574,4028275","3,699558048",2
5936,0,0,"0,09","0,05","0,07","0,75","5,88","0,02","0,1","7,272362197","417,9118369","0,05","336,8314548","3,477244889",2
5937,"0,31","0,31","0,08","0,1","0,04","1,96","9,85","0,09","0,08","6,965279872","289,2084077","1,8","338,9571983","4,569760036",2
5938,0,0,"0,004862887873","0,02717679649","0,00159420108","1,99","17,5","0,009166798054","0,1733639837","8,492485494","37,22203419","0,76","127,1297021","0,3586677123",1
5939,0,0,"0,002436866737","0,0429478648","0,0001514921318","0,83","15,86","0,009108731941","0,128735626","8,257632173","12,51050192","0,7","211,4925006","4,141080672",1
5940,"0,7","0,7","0,23","0,79","0,04","1,55","14,55","0,02","4,83","9,250491639","384,5628382","0,51","460,528736","2,367041309",2
5941,"0,53","0,53","0,04","0,09","0,02","1,09","0,8","0,01","0,03","6,63036382","366,8149789","1,28","493,440244","3,21444964",2
5942,0,0,"0,3","0,74","0,08","1,82","1,23","0,06","3,54","5,632731647","343,4772615","1,63","282,5023381","2,430883294",2
5943,"0,38","0,38","0,02","0,07","0,09","1,35","4,07","0,03","0,05","7,539337776","278,428265","1,72","272,4405583","4,370031238",2
5944,0,0,"0,001136991352","0,0428950917","0,001861459626","1,28","12,66","0,004259545281","0,01125063566","8,250378875","14,28553783","1,63","174,8043358","4,968981169",1
5945,"0,27","0,27","0,7","0,03","0,02","2,43","16,4","0,01","0,29","8,285395275","415,2870722","1,11","497,1691281","3,212492693",2
5946,"0,37","0,37","0,02","0,58","0,003","1,92","0,83","0,02","0,63","9,418296122","350,4452927","0,77","426,5348075","2,854526552",2
5947,0,0,"0,004075842332","0,03450582901","0,001248750997","2,02","15,23","0,006767342591","0,09806487192","8,47569261","39,36720686","1,64","108,8605284","0,08013062218",1
5948,"0,71","0,71","0,07","0,07","0,06","1,44","1,24","0,06","0,03","9,177869866","302,7449602","0,25","382,6222745","4,194199874",2
5949,0,0,"0,6","0,2","0,08","1,43","9,62","0,06","0,14","7,714312672","229,5755609","1,58","624,2299006","4,220027671",2
5950,0,0,"0,01","0,52","0,003","1,54","10,88","0,09","4,19","4,737391257","312,3757858","1,68","646,7325987","5,070841577",2
5951,"0,51","0,51","0,02","0,6","0,008","1,56","5,45","0,1","0,07","6,20801554","352,0186379",1,"400,6249873","3,595017181",2
5952,0,0,"0,06","0,06","0,1","1,61","9,73","0,04","0,01","9,680474778","350,1172538","0,58","415,6294838","3,180798457",2
5953,"0,72","0,72","0,01","0,09","0,05","0,82","13,06","0,06","0,05","8,937802408","321,3994036","1,04","496,1051876","4,764412042",2
5954,"0,7","0,7","0,03","0,17","0,001","1,81","15,72","0,03","0,43","7,812804388","339,3279049","0,25","505,6774089","4,991674871",2
5955,"0,8","0,8","0,06","0,05","0,02","1,86","17,33","0,09","0,1","8,447404488","275,0908699","1,09","527,449342","4,999752023",2
5956,"0,85","0,85","0,03","0,08","0,08","1,57","0,21","0,05","0,08","8,848586283","352,4244392","0,42","376,2319179","3,499048523",2
5957,"0,49","0,49","0,001","0,68","0,001","1,09","15,05","0,01","0,08","7,519227463","319,2532011","1,29","399,3507089","3,665323341",2
5958,"0,8","0,8","0,05","0,01","0,08","1,8","8,68","0,1","0,04","6,888842932","369,2238515","0,24","504,6167925","3,342409054",2
5959,"0,92","0,92","0,88","0,43","0,04","1,44","7,28","0,02","0,01","7,210773702","282,5398923","1,84","402,115616","2,994780122",2
5960,"0,41","0,41","0,01","0,03","0,01","0,42","3,68","0,08","0,04","6,419772474","258,3128794","1,87","414,3507509","5,199446636",2
5961,"0,94","0,94","0,33","0,54","0,09","2,19","15,95","0,01","0,04","6,316470521","366,1766336","0,05","395,2610634","3,418610803",2
5962,0,0,"0,003922153049","0,03588695101","0,002190635513","0,49","2,3","0,005490540876","0,1086169298","7,340530215","28,45795503","0,29","162,5585715","1,762728528",1
5963,0,0,"0,06","0,08","0,05","0,48","11,49","0,05","0,01","4,775983439","280,6032867","1,56","393,5338792","5,206480177",2
5964,"0,68","0,68","0,04","0,84","0,003","1,21","16,39","0,06","4,35","8,736371211","345,0188972",1,"325,8313597","4,11897308",2
5965,"0,93","0,93","0,09","0,03","0,05","1,46","10,89","0,09","0,07","7,437216653","361,440487","0,8","393,7404972","2,966945651",2
5966,0,0,"0,00832278953","0,04357872313","0,002140998867","0,48","11,06","0,002068296102","0,03211758279","7,844891275","13,78934864","0,04","187,3503099","3,575549304",1
5967,"0,41","0,41","0,11","0,05","0,11","1,54","1,7","0,05","0,1","8,822610384","327,717408","0,04","421,2968495","4,914276095",2
5968,"0,69","0,69","0,71","0,89","0,1","1,81","8,69","0,02","0,8","4,400509039","298,5524799","0,73","442,7587559","2,65459449",2
5969,0,0,"0,09","0,03","0,08","0,8","16,7","0,03","0,08","9,175586153","298,576676","0,91","347,4644191","4,555949236",2
5970,0,0,0,"0,08","0,03","0,87","4,09","0,02",0,"4,916819229","384,1172466","1,33","468,8662639","4,599324041",2
5971,0,0,"0,01","0,09","0,008","1,43","6,32","0,1","0,86","6,702496216","297,5057724","1,76","422,2348606","3,955846978",2
5972,0,0,0,"0,03","0,08","0,39","1,96","0,02","0,04","6,622102936","323,1092851","0,07","381,5016036","4,804828567",2
5973,"0,15","0,15","0,04","0,06","0,04","2,2","7,48","0,1","0,01","6,283103588","325,9008186","1,06","417,4125312","3,779648433",2
5974,"0,96","0,96","0,02","0,1",0,"1,64","11,57","0,03","0,03","8,885626344","389,2256729","1,06","576,0460835","4,15188983",2
5975,"0,99","0,99","0,02","0,05",0,"1,17","16,95","0,07","0,04","9,918717064","327,2612021","1,69","395,2357843","4,829323364",2
5976,0,0,"0,05","0,07","0,09","0,71","7,5","0,03","0,08","4,034063411","265,4687494","0,2","380,4330194","5,337987102",2
5977,"0,34","0,34","0,07","0,06","0,06","1,46","5,88","0,06","0,08","6,643935775","377,8135054","0,83","389,5914401","4,240821478",2
5978,0,0,"0,05","0,07","0,08","0,92","18,58","0,03","0,09","6,848329601","331,5874839",0,"474,0077155","3,813435553",2
5979,0,0,"0,008710092022","0,02267918972","0,001645431602","0,56","14,63","0,002973929874","0,01444988014","7,693016315","31,20509723","1,6","77,63491411","3,597586141",1
5980,0,0,"0,003764855064","0,01918671657","0,001381876273","0,73","11,04","0,009026644501","0,1122926985","7,375739957","3,372088745","0,01","278,548682","1,470026746",1
5981,"0,34","0,34","0,77","0,79","0,06","1,74","9,93","0,09","2,31","6,164927293","305,2215636","1,97","275,317146","4,962329207",2
5982,0,0,"0,03","0,07","0,005","1,68","13,26",0,"0,81","9,302441188","413,9140005","1,45","417,7389884","3,529427237",2
5983,0,0,"0,005862642521","0,04482383292","0,00139514106","1,16","13,72","0,007709201649","0,122383655","7,603945373","14,08690037","0,07","156,7805144","1,43681002",1
5984,0,0,"0,003747958624","0,04653188178","0,0007875938879","0,46","2,75","0,002673635224","0,02270873864","8,340052502","13,64790316","1,25","238,5929168","1,941339089",1
5985,0,0,"0,008853466111","0,03716265937","0,0009816343788","0,27","13,17","0,005721247273","0,04733854971","7,963446585","15,56375742","0,62","159,2112764","1,603359547",1
5986,0,0,"0,17","0,06","0,13","1,63","2,84","0,02","0,83","8,163074031","358,5917378","1,72","379,5988064","3,275724959",2
5987,0,0,"0,04","0,05","0,03","0,44","7,86","0,07","0,01","10,2099558","349,0194335","0,07","424,7796636","4,688959065",2
5988,"0,35","0,35","0,03",0,"0,02","1,84","11,57","0,08","0,09","5,323815584","387,3888259","0,87","389,3028092","3,172091114",2
5989,"0,36","0,36","0,07","0,05","0,02","1,18","2,78","0,1","0,03","5,218989651","398,9208686","1,85","533,968647","3,981968832",2
5990,"0,51","0,51","0,05","0,08","0,01","1,2","10,9","0,04","0,06","9,11278625","305,9470125","0,3","399,8386617","3,455044818",2
5991,"0,53","0,53","0,48","0,74","0,05","1,31","9,16","0,02","0,2","6,139743032","318,1143946","0,04","311,0930645","3,842109417",2
5992,"0,89","0,89","0,001","0,72","0,002","1,32","2,73","0,09","0,07","6,260891634","317,1841649","1,33","510,0468968","4,177139266",2
5993,"0,72","0,72","0,05","0,49","0,006","1,11","17,1","0,03","1,71","9,049166054","394,8908092","0,25","548,8705102","3,959517637",2
5994,"0,54","0,54","0,02","0,24","0,005","1,95","1,4","0,05","4,72","5,225683807","375,4340325","0,28","326,0262267","5,164259921",2
5995,"0,68","0,68","0,05","0,07","0,03","0,75","2,44","0,01","0,08","8,111101031","251,3839437","1,24","387,9706352","3,311034005",2
5996,"0,97","0,97","0,08","0,43","0,01","2,27","18,95","0,05","0,06","7,809631898","275,7673211","0,7","351,5754114","4,128746147",2
5997,"0,07","0,07","0,06","0,09","0,02","0,6","2,19","0,09",0,"3,716080075","402,3134271","1,34","286,9215581","2,945418738",2
5998,0,0,"0,006076738686","0,03939883805","0,001371135961","0,74","15,71","0,001223385325","0,09128698369","6,657801876","11,54207348","1,01","137,6046241","2,276003744",1
5999,0,0,"0,41","0,23","0,1","2,63","4,81","0,01","2,74","8,899588378","334,3261956","1,37","534,6984328","5,430349994",2
6000,0,0,"0,003264526379","0,0188162071","0,002801732254","0,16","1,19","0,003517556714","0,1544780321","8,489942178","39,48604798","0,75","250,4326802","4,116438711",1
6001,"0,28","0,28","0,59","0,17","0,09","1,26","1,35",0,"0,98","7,035036795","424,7879959","1,78","333,0699111","3,514097775",2
6002,"0,26","0,26","0,07","0,09","0,06","1,87","14,45","0,09","0,01","5,763772807","369,2106713","1,54","369,280429","4,531920781",2
6003,0,0,"0,02","0,09","0,01","0,2","15,41","0,01","0,07","7,372611796","398,1619036","1,77","385,1146477","4,920091158",2
6004,0,0,"0,73","0,85","0,09","1,56","8,52","0,02","0,93","4,26526964","366,9427433","1,1","360,5755864","3,506764606",2
6005,"0,88","0,88","0,06","0,03","0,08","1,95","8,21","0,06","0,02","6,79546901","306,5430715","1,59","357,9863126","4,593763682",2
6006,"0,72","0,72","0,04","0,84","0,006","1,77","15,59","0,06","0,09","8,743958545","324,5704591","0,99","359,9744366","4,990235633",2
6007,0,0,"0,007228438973","0,03635167778","0,002744231085","2,43","2,88","0,007435319847","0,1670375471","6,703152431","5,969185857","1,87","93,95908321","1,271083162",1
6008,"0,68","0,68","0,02","0,02","0,1","0,12","5,74","0,04","0,06","7,183095932","375,9643912","1,52","385,6143207","3,742255944",2
6009,"0,52","0,52","0,29","0,16","0,08","2,11","12,27","0,05","0,11","9,147197055","387,0987201","0,1","341,7747779","3,709437181",2
6010,0,0,"0,008213071239","0,01779638653","0,002855274506","1,37","3,39","0,009324261758","0,02497099295","8,38334431","16,56522713","0,66","135,1775009","2,676299704",1
6011,"0,83","0,83","0,02",0,"0,004","1,49","0,66","0,1","0,01","6,730427772","363,1796235","1,47","458,8354058","3,871372489",2
6012,0,0,"0,03","0,09",0,"1,18","5,42",0,0,"6,323942073","307,7044736","0,09","581,0781564","3,762222689",2
6013,0,0,"0,004256198124","0,02861501089","0,002036456589","1,98","10,61","0,009173496384","0,09700567133","8,017170354","31,18046598","0,01","149,9065155","0,9687067999",1
6014,"0,62","0,62","0,04","0,33","0,001","1,49","17,79","0,1","2,18","6,960603502","374,4773193","1,68","295,0424923","3,18902554",2
6015,"0,63","0,63","0,06","0,07","0,04","0,81","16,67","0,02","0,1","5,606856131","299,9588455","0,44","294,1656228","3,769831936",2
6016,"0,75","0,75","0,53","0,56","0,1","1,39","6,72","0,05","0,06","7,22168944","426,5435898","0,92","422,4895962","5,076146746",2
6017,"0,57","0,57","0,01","0,73","0,001","1,81","7,01","0,03","0,2","9,871791232","360,6722107","1,45","443,8725583","2,804480385",2
6018,"0,26","0,26","0,05","0,88","0,001","1,47","17,31","0,07","0,18","9,347344621","343,5933324","1,33","365,0325034","3,762682466",2
6019,"0,84","0,84","0,01","0,16","0,009","1,13","8,5","0,09","2,96","9,597191857","283,8029671","1,34","505,1083787","4,532019663",2
6020,"0,69","0,69","0,78","0,16","0,04","1,33","5,94","0,03","0,12","7,610509211","395,0882448","0,03","358,7258688","4,421528142",2
6021,"0,31","0,31","0,05","0,8","0,008","1,13","9,8","0,09","0,01","8,310938776","359,6658352","1,8","512,446305","5,82182599",2
6022,0,0,"0,004833251912","0,03049749753","0,002458137177","0,6","0,83","0,001686242678","0,1814683498","6,941175197","18,77132115","0,01","100,8417111","2,007035014",1
6023,0,0,"0,02","0,02","0,09","0,28","11,41","0,06","0,06","8,527142498","309,4474322","0,01","556,9562714","4,901038222",2
6024,0,0,"0,04","0,07","0,09","1,67","4,37","0,09","0,04","3,261669787","335,3488807","0,04","428,9503288","4,217861431",2
6025,"0,93","0,93","0,01","0,53","0,008","1,05","14,87","0,05","0,09","7,78166376","286,938517","0,53","471,4133565","4,620793452",2
6026,"0,87","0,87","0,82","0,56","0,02","1,41","1,4","0,07","0,01","7,333003447","336,1510498","0,08","475,8216449","4,352295779",2
6027,"0,42","0,42","0,02","0,05","0,1","1,58","16,61","0,04","0,08","7,341547112","345,0439831","1,43","402,593602","4,816705216",2
6028,"0,38","0,38","0,03","0,1","0,04","1,32","11,5","0,07","0,07","6,643734376","320,2642831","0,53","331,3789519","5,444927204",2
6029,"0,29","0,29","0,73","0,69","0,04","2,03","0,92","0,07","0,04","6,277463093","349,995746","0,05","526,067651","5,045619628",2
6030,0,0,"0,004992008211","0,01018813644","0,0004339273311","0,69","7,92","0,004564320368","0,1737960443","7,208271371","13,40082644","0,1","174,1410302","4,972654886",1
6031,"0,06","0,06","0,04","0,32","0,001","1,69","7,22","0,04","0,02","7,074251444","290,0572188","1,98","326,4270547","4,889458166",2
6032,"0,68","0,68","0,09","0,18","0,01","2,08","18,2","0,01","0,01","6,991685153","315,6065944","0,66","370,0113729","2,674040012",2
6033,"0,96","0,96","0,68","0,04","0,06","1,69","11,17","0,09","0,02","4,032060534","354,1759723","0,29","530,2170079","3,855894987",2
6034,"0,63","0,63",0,"0,06","0,01","1,43","8,99","0,02","0,04","7,896743922","317,3013687","1,18","389,7424621","3,130044763",2
6035,0,0,"0,001256106984","0,0490849383","0,002400998036","0,85","9,23","0,006868083571","0,05729603276","7,660617548","2,604327987","0,06","80,25511958","3,851465194",1
6036,"0,86","0,86","0,01","0,59","0,009","1,37","13,34","0,01","0,22","5,287982808","310,5833739","1,34","480,6803917","4,366031351",2
6037,"0,6","0,6","0,03","0,03","0,001","1,16","0,37","0,06","0,05","7,861177701","370,167851","0,9","341,3571602","4,43921524",2
6038,0,0,"0,003340520831","0,01190222315","0,002893029158","0,67","13,27","0,004026111092","0,166763207","8,415942379","12,06963631",0,"141,4343021","3,551765024",1
6039,"0,04","0,04","0,004135030937","0,01734322408","0,0001288655099","1,35","0,34","0,007307364348","0,1097444401","7,429302066","7,803071401",0,"114,9594133","2,773283435",1
6040,"0,03","0,03","0,004126734758","0,01396782704","0,002545122784","1,09","1,08","0,008543958755","0,06582933148","6,870504246","8,503599008","0,04","107,8299373","4,18562993",1
6041,"0,42","0,42","0,01","0,06","0,07","0,12","4,94","0,06","0,02","4,016590233","351,4186342","0,4","533,3032206","4,219118008",2
6042,"0,39","0,39","0,03","0,54","0,003","1,4","2,5","0,05","2,24","8,214099764","333,6778429","0,04","315,5204353","5,79932235",2
6043,0,0,"0,03","0,04","0,02","0,59","12,43","0,03","0,07","9,177869866","314,5904772","1,06","291,1215276","3,427251407",2
